_open_time,Open,High,Low,Close,Volume
2022-02-01 00:00:00,2686.94,2688.31,2673.52,2685.79,2789.1562
2022-02-01 00:05:00,2685.79,2706.0,2684.25,2702.86,3076.4077
2022-02-01 00:10:00,2702.86,2703.97,2694.96,2696.31,822.9505
2022-02-01 00:15:00,2696.31,2699.36,2681.96,2685.52,2188.7341
2022-02-01 00:20:00,2685.52,2694.36,2681.63,2692.01,847.618
2022-02-01 00:25:00,2691.93,2694.76,2690.85,2693.5,522.8055
2022-02-01 00:30:00,2693.34,2697.04,2686.89,2688.96,977.3352
2022-02-01 00:35:00,2688.97,2689.85,2683.55,2684.26,597.3708
2022-02-01 00:40:00,2684.27,2685.89,2681.77,2683.7,842.4106
2022-02-01 00:45:00,2683.7,2690.0,2680.61,2687.54,823.0557
2022-02-01 00:50:00,2687.72,2690.68,2687.12,2689.52,590.8746
2022-02-01 00:55:00,2689.53,2690.85,2684.38,2689.05,534.1937
2022-02-01 01:00:00,2689.04,2697.05,2686.53,2692.9,1949.848
2022-02-01 01:05:00,2692.9,2702.0,2692.0,2698.75,1497.852
2022-02-01 01:10:00,2698.76,2702.0,2697.95,2698.85,983.732
2022-02-01 01:15:00,2698.86,2700.61,2695.79,2697.69,481.2326
2022-02-01 01:20:00,2697.68,2699.32,2694.72,2694.72,338.1116
2022-02-01 01:25:00,2694.73,2701.59,2694.66,2699.34,882.5521
2022-02-01 01:30:00,2699.33,2700.64,2698.76,2698.83,462.852
2022-02-01 01:35:00,2698.83,2699.98,2696.95,2698.92,530.049
2022-02-01 01:40:00,2698.92,2699.94,2693.0,2693.37,956.8379
2022-02-01 01:45:00,2693.36,2694.6,2681.7,2681.71,1049.5453
2022-02-01 01:50:00,2681.71,2688.0,2678.79,2682.94,1370.3203
2022-02-01 01:55:00,2682.94,2687.4,2681.65,2684.54,565.1653
2022-02-01 02:00:00,2684.54,2691.96,2683.09,2686.49,707.1356
2022-02-01 02:05:00,2686.48,2689.87,2680.08,2686.94,1334.0981
2022-02-01 02:10:00,2686.94,2692.91,2686.69,2689.92,717.2515
2022-02-01 02:15:00,2689.92,2696.08,2689.91,2694.74,904.0374
2022-02-01 02:20:00,2694.75,2695.0,2693.0,2694.8,497.532
2022-02-01 02:25:00,2694.94,2699.65,2694.88,2696.62,579.9913
2022-02-01 02:30:00,2696.62,2700.14,2695.71,2700.05,450.9695
2022-02-01 02:35:00,2700.05,2706.57,2696.78,2704.39,1688.2376
2022-02-01 02:40:00,2704.39,2705.26,2699.53,2701.9,971.1039
2022-02-01 02:45:00,2701.91,2705.38,2701.72,2704.82,678.3509
2022-02-01 02:50:00,2704.82,2719.0,2704.13,2709.08,2822.7633
2022-02-01 02:55:00,2708.94,2715.26,2708.0,2715.08,1451.6375
2022-02-01 03:00:00,2715.09,2715.51,2709.3,2710.96,2224.9092
2022-02-01 03:05:00,2710.96,2743.65,2710.0,2733.38,8693.7271
2022-02-01 03:10:00,2733.38,2741.49,2731.12,2740.89,2173.7516
2022-02-01 03:15:00,2740.88,2741.47,2731.49,2733.67,1645.2291
2022-02-01 03:20:00,2733.67,2743.0,2733.24,2738.93,1787.0915
2022-02-01 03:25:00,2738.93,2739.1,2733.58,2735.26,867.6502
2022-02-01 03:30:00,2735.27,2739.63,2733.33,2736.32,1799.3161
2022-02-01 03:35:00,2736.43,2742.78,2735.58,2737.45,1910.5437
2022-02-01 03:40:00,2737.46,2745.61,2735.31,2744.5,1461.3322
2022-02-01 03:45:00,2744.49,2757.75,2741.07,2751.42,3514.47932
2022-02-01 03:50:00,2751.42,2754.83,2749.25,2751.28,2652.8871
2022-02-01 03:55:00,2751.29,2757.9,2750.02,2751.62,1277.6299
