_open_time,Open,High,Low,Close,Volume
2024-10-01 00:00:00,63327.6,63510.2,63280.7,63340.01,204.7538
2024-10-01 00:05:00,63340.0,63397.68,63292.0,63336.01,65.87792
2024-10-01 00:10:00,63336.01,63372.1,63166.84,63207.82,219.09937
2024-10-01 00:15:00,63207.83,63207.83,63071.42,63097.99,106.23009
2024-10-01 00:20:00,63097.99,63134.0,63006.7,63128.01,129.80738
2024-10-01 00:25:00,63128.02,63374.0,63090.0,63350.04,170.30164
2024-10-01 00:30:00,63350.03,63426.85,63255.03,63266.0,77.4267
2024-10-01 00:35:00,63266.0,63360.0,63256.0,63302.4,55.07289
2024-10-01 00:40:00,63302.39,63417.02,63302.39,63416.0,42.60463
2024-10-01 00:45:00,63416.0,63496.0,63408.0,63445.98,65.65915
2024-10-01 00:50:00,63445.99,63606.0,63445.98,63516.0,151.62982
2024-10-01 00:55:00,63516.0,63590.63,63510.0,63531.99,48.46996
2024-10-01 01:00:00,63532.0,63620.0,63477.0,63616.0,90.76201
2024-10-01 01:05:00,63615.99,63639.86,63544.0,63562.0,73.11902
2024-10-01 01:10:00,63562.0,63633.78,63370.01,63506.25,258.09097
2024-10-01 01:15:00,63506.25,63585.64,63472.0,63520.23,58.66315
2024-10-01 01:20:00,63520.23,63539.9,63466.45,63484.0,77.6128
2024-10-01 01:25:00,63484.0,63572.16,63456.01,63568.0,56.56143
2024-10-01 01:30:00,63568.0,63595.99,63544.01,63568.0,49.61927
2024-10-01 01:35:00,63568.0,63611.42,63548.0,63572.01,54.56438
2024-10-01 01:40:00,63572.01,63615.99,63567.09,63573.99,51.32784
2024-10-01 01:45:00,63574.0,63574.0,63472.54,63472.54,54.6061
2024-10-01 01:50:00,63472.55,63472.67,63399.9,63433.99,125.94886
2024-10-01 01:55:00,63434.0,63471.71,63419.0,63458.0,53.2118
2024-10-01 02:00:00,63458.0,63458.0,63348.0,63350.73,104.56058
2024-10-01 02:05:00,63350.73,63393.8,63279.9,63342.09,85.77157
2024-10-01 02:10:00,63342.1,63347.23,63202.0,63225.83,64.22902
2024-10-01 02:15:00,63225.83,63300.0,63180.0,63268.65,90.65383
2024-10-01 02:20:00,63268.65,63354.0,63250.27,63354.0,48.9441
2024-10-01 02:25:00,63354.0,63380.0,63330.0,63335.77,31.89033
2024-10-01 02:30:00,63335.78,63400.0,63328.11,63400.0,37.56568
2024-10-01 02:35:00,63399.99,63402.0,63330.01,63330.02,74.82513
2024-10-01 02:40:00,63330.02,63386.0,63330.01,63346.49,37.73728
2024-10-01 02:45:00,63346.49,63346.49,63280.94,63323.96,30.02127
2024-10-01 02:50:00,63323.96,63387.55,63293.78,63387.55,43.56479
2024-10-01 02:55:00,63387.55,63451.99,63383.89,63443.76,66.35464
2024-10-01 03:00:00,63443.76,63475.99,63430.0,63470.39,43.46345
2024-10-01 03:05:00,63470.39,63570.01,63446.47,63559.99,89.66403
2024-10-01 03:10:00,63560.0,63625.72,63559.99,63625.71,86.14581
2024-10-01 03:15:00,63625.72,63697.66,63580.69,63598.0,57.46478
2024-10-01 03:20:00,63598.0,63660.0,63584.01,63585.83,33.80304
2024-10-01 03:25:00,63585.82,63585.83,63500.0,63537.99,71.65359
2024-10-01 03:30:00,63538.0,63631.99,63537.99,63623.01,92.69631
2024-10-01 03:35:00,63623.01,63674.5,63576.0,63670.0,88.39277
2024-10-01 03:40:00,63670.0,63737.19,63669.5,63737.19,120.71658
2024-10-01 03:45:00,63737.19,63740.42,63699.9,63725.49,53.9733
2024-10-01 03:50:00,63725.49,63725.49,63674.0,63711.99,37.3734
2024-10-01 03:55:00,63712.0,63744.0,63692.01,63723.48,46.86559
2024-10-01 04:00:00,63723.47,63758.92,63662.06,63757.61,76.2
2024-10-01 04:05:00,63757.6,63840.0,63694.0,63701.99,135.22129
2024-10-01 04:10:00,63701.99,63708.0,63652.06,63672.01,36.97342
2024-10-01 04:15:00,63672.01,63775.59,63672.0,63774.48,26.75435
